ID,YEAR,VIN_1,VIN_2,VIN_3,VIN_15,VIN_16,VIN_17,ENGINE_VOLUME,FUEL_TYPE,BODY_TYPE,TYPE_OF_DRIVE,INTERIOR_TYPE,TRANSM_TYPE,AUTO_CONDITION,AVG_COST,ESTIM_COST
5023,3,S,J,N,3,6,0,1.6,Бензин,Кроссовер,Передний привод,ВЕЛЮР,МКПП,Хорошее,4478823.529,3609000
5024,1,Z,9,4,8,5,9,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3706410.256,3067000
5025,10,J,T,J,5,0,8,3.3,Гибрид,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,5250000,4851000
5026,15,S,J,N,4,3,1,2,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1019512.195,810000
5027,7,J,T,D,0,2,7,1.8,Гибрид,Хэтчбек/Лифтбек,Передний привод,КОЖА,АКПП,Удовлетворительное,4379069.767,4299000
5028,8,4,M,B,0,1,8,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2760465.116,2533000
5029,3,J,M,B,7,8,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3530769.231,3120000
5030,6,K,N,A,9,1,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2906410.256,2268000
5031,5,K,N,A,7,1,6,2,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,4389743.59,3564000
5032,9,J,M,B,5,4,8,2,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2455555.556,2314000
5033,2,Z,9,4,9,4,4,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,2517977.528,2344000
5034,12,W,F,0,5,1,7,2,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,1598809.524,1556000
5035,4,X,W,7,9,3,8,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Отличное,5746000,5351000
5036,5,K,M,H,9,9,9,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3957692.308,3105000
5037,9,W,D,B,1,1,9,3,Бензин,Седан,Задний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,4306097.561,3667000
5038,10,J,T,M,2,1,3,2.4,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,4065476.19,3264000
5039,13,J,A,4,4,7,7,3,Бензин,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,2708641.975,2500000
5040,4,J,T,M,1,3,7,4.6,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Отличное,15603333.33,15200000
5041,9,J,M,1,5,8,1,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2374358.974,2065000
5042,9,4,T,1,2,5,2,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3246913.58,2762000
5043,3,J,T,E,9,5,0,2.7,Бензин-Газ,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Хорошее,11125555.56,10485000
5044,4,J,T,M,2,6,1,4.6,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,15622784.81,14528000
5045,1,Z,9,4,9,5,7,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3431325.301,3083000
5046,4,X,W,8,9,4,7,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,2670370.37,1959000
5047,9,J,T,H,9,2,0,3.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,4785526.316,3452000
5048,16,W,O,L,2,3,5,1.6,Бензин-Газ,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1307692.308,1000000
5049,8,J,F,1,9,0,9,2,Бензин-Газ,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,4339024.39,3500000
5050,15,W,V,W,6,9,4,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1578205.128,1224000
5051,4,J,M,B,9,3,0,3,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Удовлетворительное,8616483.516,7600000
5052,13,4,T,1,5,6,7,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2603846.154,2052000
5053,3,K,L,1,1,0,1,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,4663953.488,4217000
5054,10,J,T,H,8,7,0,3.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,4245679.012,3796000
5055,9,J,M,B,5,1,4,2.4,Бензин-Газ,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,3767441.86,3662000
5056,10,J,T,N,4,6,1,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,3530120.482,2734000
5057,12,J,T,D,1,8,8,2.4,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2694186.047,2627000
5058,2,Z,9,4,8,8,0,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3374358.974,3200000
5059,12,4,T,1,1,9,7,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2738461.538,2307000
5060,9,K,M,H,7,2,4,1.6,Дизель,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1843373.494,1707000
5061,6,X,U,F,1,5,8,2.4,Бензин-Газ,Кроссовер,Полный привод,КОМБИНИРОВАННЫЙ,МКПП,Удовлетворительное,3391954.023,3400000
5062,5,X,U,F,9,8,7,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2428571.429,2095000
5063,13,4,T,1,0,5,1,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2528235.294,2129000
5064,1,X,W,7,9,3,4,2.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,7919540.23,6809000
5065,9,J,T,M,8,0,7,2,Бензин,Кроссовер,Полный привод,ВЕЛЮР,МКПП,Хорошее,3995294.118,3500000
5066,3,Z,9,4,0,4,5,1.4,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,2560000,2475000
5067,7,4,T,3,4,9,8,2.7,Бензин,Кроссовер,Передний привод,КОЖА,АКПП,Удовлетворительное,6329629.63,5136000
5068,8,X,W,7,1,7,1,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,3781395.349,3330000
5069,8,K,N,M,7,1,5,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,1740476.19,1676000
5070,8,J,F,1,7,3,8,3,Бензин,Седан,Полный привод,КОЖА,АКПП,Удовлетворительное,4987209.302,3661000
5071,13,W,D,B,9,1,3,2.2,Дизель,Седан,Задний привод,ВЕЛЮР,АКПП,Хорошее,2516455.696,2000000
5072,15,4,T,1,0,1,7,3,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2209302.326,1745000
5073,2,Z,8,N,4,9,1,5.6,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Отличное,17088421.05,16942000
5074,5,J,T,N,4,0,2,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3606741.573,3510000
5075,9,J,T,E,2,3,5,2.7,Бензин-Газ,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Отличное,6698850.575,5845000
5076,9,4,T,1,0,7,1,3.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,4105813.953,3800000
5077,12,J,T,H,8,1,6,3.3,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,3270886.076,2800000
5078,14,J,T,E,2,8,4,2.4,Бензин-Газ,Минивэн,Передний привод,ВЕЛЮР,АКПП,Хорошее,3550000,3500000
5079,3,T,M,B,8,9,2,1.4,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,3655128.205,3000000
5080,2,K,N,A,4,5,9,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,3978260.87,3629000
5081,4,J,T,M,2,6,1,4.6,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,15622784.81,14528000
5082,9,4,T,1,1,7,9,3.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,4225000,3469000
5083,14,W,B,A,4,2,3,2.2,Бензин,Седан,Задний привод,ВЕЛЮР,АКПП,Хорошее,2423750,1900000
5084,2,Z,9,4,0,8,2,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Хорошее,3291358.025,2794000
5085,5,4,T,1,4,1,0,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,4951648.352,4762000
5086,3,U,5,Y,5,2,3,1.4,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,3184337.349,2644000
5087,10,J,M,1,1,0,0,2.3,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2365384.615,1752000
5088,15,K,M,H,7,4,9,2.7,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,2200000,1804000
5089,5,Z,8,N,5,6,9,3.5,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Хорошее,4608988.764,4500000
5090,7,2,T,2,5,0,4,3.5,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,8459523.81,7544000
5091,13,J,T,E,5,0,2,4.5,Бензин-Газ,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,5321794.872,4894000
5092,14,W,V,W,3,3,6,1.8,Бензин,Седан,Передний привод,КОЖА,МКПП,Удовлетворительное,1381578.947,1000000
5093,9,1,N,4,1,2,3,2.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2208860.759,1900000
5094,14,4,A,3,7,8,0,3,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,1179012.346,1071000
5095,13,4,J,G,4,2,8,3.2,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,2850000,2624000
5096,8,5,U,X,0,5,4,3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,6703370.787,5500000
5097,5,S,J,N,9,3,6,2,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,4618292.683,3788000
5098,9,J,M,Y,5,8,1,3,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Удовлетворительное,5227160.494,4497000
5099,13,J,T,E,9,8,7,2.4,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,3528205.128,3408000
5100,5,K,N,M,4,3,7,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,2314102.564,1698000
5101,6,J,A,4,2,0,2,2.4,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Хорошее,3700000,4000000
5102,4,S,J,N,6,6,2,1.6,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Хорошее,4253086.42,3658000
5103,13,1,N,4,8,9,1,3.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,1835714.286,1602000
5104,4,Z,9,4,0,1,4,1.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3076923.077,2520000
5105,5,X,W,7,9,7,2,3.5,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,5539560.44,4988000
5106,10,K,M,H,1,4,9,2.7,Бензин,Кроссовер,Полный привод,ВЕЛЮР,МКПП,Отличное,3420879.121,3200000
5107,5,Z,8,T,0,5,2,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Хорошее,2161904.762,2034000
5108,3,X,W,7,8,3,2,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,6207692.308,5821000
5109,7,X,4,X,1,3,1,2,Бензин-Газ,Седан,Задний привод,КОМБИНИРОВАННЫЙ,АКПП,Хорошее,4657500,4100000
5110,9,J,M,Y,8,3,3,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2561904.762,2247000
5111,6,X,W,8,0,4,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2547619.048,2200000
5112,9,4,T,1,8,0,6,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3248809.524,2792000
5113,10,J,F,1,0,4,4,2,Бензин,Универсал,Полный привод,ВЕЛЮР,МКПП,Удовлетворительное,3207894.737,2580000
5114,2,Z,9,4,0,9,4,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3151807.229,2700000
5115,7,2,T,1,4,7,9,1.8,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Хорошее,2915476.19,2600000
5116,5,K,M,H,6,7,4,1.6,Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3670512.821,3102000
5117,4,X,W,7,6,2,6,2.5,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Хорошее,5864893.617,5502000
5118,12,J,T,H,2,4,4,3.3,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,3414473.684,3000000
5119,1,Z,8,N,4,9,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,5043529.412,4900000
5120,6,S,J,N,8,9,8,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Хорошее,2695238.095,2226000
5121,10,J,T,H,9,5,1,3.5,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,4274418.605,3700000
5122,4,J,T,M,1,3,7,4.6,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Удовлетворительное,15565432.1,15200000
5123,10,J,T,N,6,8,8,1.6,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2482926.829,2085000
5124,11,S,B,1,6,9,1,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,2590476.19,2279000
5125,12,W,V,G,7,7,7,3.2,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,3521428.571,3120000
5126,8,J,N,1,0,4,3,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Хорошее,2171428.571,1989000
5127,8,4,T,1,7,4,0,2.4,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,3591860.465,3327000
5128,12,4,T,1,7,2,7,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2734615.385,2239000
5129,2,J,N,1,0,7,8,5.6,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Отличное,16821111.11,16946000
5130,14,J,T,D,4,3,3,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2530769.231,2098000
5131,4,S,J,N,1,0,4,2,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Отличное,4858241.758,4680000
5132,11,J,H,L,8,2,6,2.4,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,3464102.564,3026000
5133,12,J,H,M,3,6,5,1.7,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1340697.674,800000
5134,14,W,F,0,9,1,2,2,Бензин,Универсал,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1735802.469,1300000
5135,9,4,T,1,6,7,9,3.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,3562790.698,3263000
5136,12,W,D,B,3,1,0,3.2,Дизель,Седан,Задний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,3758441.558,2673000
5137,9,2,T,2,2,0,7,3.5,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Отличное,6231111.111,5220000
5138,2,X,W,B,2,4,6,1.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2551685.393,2183000
5139,9,W,D,D,2,0,9,3.5,Бензин,Седан,Задний привод,КОЖА,АКПП,Хорошее,6207142.857,5500000
5140,10,J,T,H,7,2,1,3.5,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,4225925.926,3604000
5141,14,J,H,L,0,9,5,2.4,Бензин,Кроссовер,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,2981012.658,2200000
5142,3,S,J,N,6,2,6,1.6,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Отличное,4641758.242,3874000
5143,5,Z,8,N,2,5,5,2.5,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,5527586.207,4812000
5144,14,W,V,W,2,5,7,2,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,1488607.595,1400000
5145,3,K,L,1,7,0,9,1.8,Бензин-Газ,Кроссовер,Полный привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,4405952.381,3924000
5146,11,1,F,M,7,7,5,3,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,2645348.837,2300000
5147,1,X,W,8,6,5,9,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,3174358.974,2871000
5148,4,X,9,F,5,6,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2861643.836,2200000
5149,8,J,T,M,0,5,5,2,Бензин,Кроссовер,Полный привод,ВЕЛЮР,МКПП,Удовлетворительное,4423170.732,4139000
5150,14,W,B,A,1,5,7,2.5,Бензин,Седан,Задний привод,ВЕЛЮР,АКПП,Удовлетворительное,2101219.512,1900000
5151,5,W,V,W,6,3,0,2,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,4653571.429,4248000
5152,2,Z,9,4,2,4,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3054216.867,2567000
5153,11,W,V,W,3,2,3,2,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,1996428.571,1700000
5154,13,3,V,W,9,4,5,1.8,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,1473863.636,1200000
5155,5,K,N,A,4,3,9,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2739325.843,2542000
5156,4,X,W,7,9,3,8,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,5750549.451,5351000
5157,14,J,T,E,3,6,5,3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,3714285.714,3133000
5158,19,W,A,U,8,8,3,2.8,Бензин,Седан,Полный привод,КОЖА,АКПП,Удовлетворительное,1410465.116,1061000
5159,9,J,M,Y,0,4,8,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2513095.238,2456000
5160,13,J,T,E,4,0,4,2.4,Бензин,Минивэн,Передний привод,ВЕЛЮР,МКПП,Хорошее,3305952.381,2731000
5161,8,J,T,N,0,1,8,3.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,3881395.349,3370000
5162,4,Z,9,4,7,7,5,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3014457.831,2564000
5163,10,T,M,B,0,8,3,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1706410.256,1324000
5164,16,W,D,B,1,7,2,2.6,Бензин,Седан,Задний привод,ВЕЛЮР,АКПП,Удовлетворительное,2260240.964,2000000
5165,5,X,W,8,8,8,7,1.4,Бензин,Кроссовер,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,4690243.902,3614000
5166,9,J,H,M,8,8,7,2,Бензин,Седан,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Хорошее,3064285.714,2380000
5167,3,W,V,1,7,8,3,2,Дизель,Пикап,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,9570731.707,8700000
5168,14,W,D,B,1,0,5,3.2,Бензин,Седан,Задний привод,КОЖА,АКПП,Хорошее,2782278.481,2333000
5169,8,J,T,M,0,0,0,4.7,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,10022471.91,9636000
5170,9,J,M,Y,0,0,5,3.8,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,5843037.975,5239000
5171,8,K,N,M,4,1,3,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,1963095.238,1656000
5172,13,W,D,B,8,2,7,3.7,Бензин-Газ,Седан,Задний привод,КОЖА,АКПП,Хорошее,3315476.19,2818000
5173,13,W,D,B,1,2,7,2,Бензин,Седан,Задний привод,КОЖА,МКПП,Хорошее,2707594.937,2400000
5174,2,X,W,7,6,2,4,2.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,6771578.947,6060000
5175,4,K,L,1,3,3,7,1.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2143589.744,1700000
5176,6,X,U,F,0,1,6,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2428571.429,2150000
5177,2,X,W,8,0,8,6,3.6,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Отличное,12971578.95,10745000
5178,5,4,T,4,6,8,9,2.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,4679518.072,3914000
5179,7,J,M,Y,3,8,5,2.4,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,3932142.857,3990000
5180,3,4,T,1,5,6,1,2.5,Бензин,Седан,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,6272619.048,5615000
5181,10,4,T,1,8,9,9,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,3136144.578,2748000
5182,9,6,T,1,1,2,3,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,3401190.476,2602000
5183,6,J,N,1,1,6,8,5.6,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,9910714.286,9543000
5184,5,5,X,Y,5,7,7,2.4,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Отличное,5087368.421,4950000
5185,2,Z,9,4,1,3,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,3237362.637,2706000
5186,9,J,T,M,9,0,3,4,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Удовлетворительное,9832558.14,9027000
5187,9,W,V,W,7,0,7,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2653658.537,2444000
5188,16,J,T,2,5,0,6,2.2,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1864367.816,1600000
5189,3,T,M,B,8,9,5,1.4,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Хорошее,3908333.333,3400000
5190,3,S,J,N,9,7,3,1.6,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Хорошее,4255952.381,3969000
5191,1,Z,8,N,3,6,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,3497701.149,3030000
5192,9,4,T,1,8,0,3,3.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3448809.524,3114000
5193,2,X,W,E,3,0,4,2,Бензин,Универсал,Передний привод,ВЕЛЮР,АКПП,Хорошее,5226190.476,4500000
5194,15,W,O,L,6,5,1,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1266666.667,1003000
5195,9,W,V,W,6,6,8,2,Бензин,Седан,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,2908536.585,2444000
5196,8,J,T,N,4,3,7,3.5,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,3853488.372,3170000
5197,14,4,A,3,9,8,5,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1313580.247,834000
5198,11,J,T,H,4,5,7,3,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,4290123.457,3483000
5199,4,T,M,B,1,0,0,1.8,Бензин,Хэтчбек/Лифтбек,Передний привод,КОЖА,АКПП,Отличное,4189473.684,4017000
5200,4,K,L,1,1,8,5,1.8,Бензин,Хэтчбек/Лифтбек,Передний привод,КОЖА,АКПП,Хорошее,3064285.714,2775000
5201,9,K,N,M,2,8,4,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2125641.026,1913000
5202,12,1,N,X,8,1,4,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2131460.674,1900000
5203,10,W,D,C,8,0,4,3.5,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,4373255.814,3660000
5204,6,J,T,D,0,7,0,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3587179.487,2807000
5205,9,J,T,D,6,9,7,1.3,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2456410.256,2263000
5206,9,6,T,1,0,0,4,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,3411627.907,2854000
5207,5,J,M,B,2,9,5,1.5,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,2905952.381,2403000
5208,9,4,T,1,3,8,9,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3234523.81,2832000
5209,2,X,W,8,8,7,3,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3210256.41,2655000
5210,3,S,J,N,7,3,6,1.6,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Хорошее,4418518.519,3800000
5211,18,S,J,N,8,0,3,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,734939.759,750000
5212,14,4,T,1,5,8,0,3,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2429629.63,2192000
5213,15,4,T,1,8,1,5,2.2,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1925641.026,1577000
5214,10,4,T,1,6,6,1,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3379487.179,2522000
5215,14,4,T,1,1,5,8,3,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2581481.481,2076000
5216,5,J,T,D,9,7,6,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3660240.964,3040000
5217,11,4,T,1,2,6,1,3,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3055555.556,2506000
5218,14,J,A,4,8,6,5,2.4,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2339743.59,1874000
5219,9,J,T,E,3,7,0,2.7,Бензин,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Хорошее,6350000,5501000
5220,12,S,J,N,0,2,6,2,Бензин,Хэтчбек/Лифтбек,Передний привод,КОЖА,АКПП,Хорошее,1691666.667,1449000
